lr-AdamW,step,val_loss_clf,val_acc,val_loss_total,epoch,train_loss_clf,train_acc,train_loss_total
0.00034369523312091665,432,,,,,,,
,447,1.1128437519073486,0.5715384483337402,1.1128437519073486,27,,,
,447,,,,27,1.1160708665847778,0.5556640625,1.1160708665847778
0.0003636157249791435,448,,,,,,,
,463,1.017147183418274,0.5430769324302673,1.017147183418274,28,,,
,463,,,,28,1.232590913772583,0.50927734375,1.232590913772583
0.00038384234639953754,464,,,,,,,
,479,1.0163952112197876,0.5,1.0163952112197876,29,,,
,479,,,,29,1.0460683107376099,0.58544921875,1.0460683107376099
0.00040433550282082515,480,,,,,,,
,495,0.9214611649513245,0.5738462209701538,0.9214611649513245,30,,,
,495,,,,30,1.044030785560608,0.56591796875,1.044030785560608
0.0004250550779269517,496,,,,,,,
,511,0.8533692359924316,0.6830769181251526,0.8533692359924316,31,,,
,511,,,,31,1.0434083938598633,0.5859375,1.0434083938598633
0.00044596051217665495,512,,,,,,,
,527,0.9340209364891052,0.6146153807640076,0.9340209364891052,32,,,
,527,,,,32,1.0408293008804321,0.5654296875,1.0408293008804321
0.0004670108822006704,528,,,,,,,
,543,0.8363080620765686,0.6607692837715149,0.8363080620765686,33,,,
,543,,,,33,1.005018711090088,0.57958984375,1.005018711090088
0.0004881649809111501,544,,,,,,,
,559,0.8430612683296204,0.7230769395828247,0.8430612683296204,34,,,
,559,,,,34,0.9861540794372559,0.57861328125,0.9861540794372559
0.0005093813981664703,560,,,,,,,
,575,0.7618467211723328,0.7323077321052551,0.7618467211723328,35,,,
,575,,,,35,0.9431950449943542,0.61328125,0.9431950449943542
0.0005306186018335297,576,,,,,,,
,591,0.798445463180542,0.6261538863182068,0.798445463180542,36,,,
,591,,,,36,0.9034862518310547,0.6123046875,0.9034862518310547
0.0005518350190888497,592,,,,,,,
,607,0.8214076161384583,0.7323076725006104,0.8214076161384583,37,,,
,607,,,,37,0.9798883199691772,0.5869140625,0.9798883199691772
0.0005729891177993294,608,,,,,,,
,623,0.7638223171234131,0.7384616136550903,0.7638223171234131,38,,,
,623,,,,38,0.9449214935302734,0.59716796875,0.9449214935302734
0.0005940394878233453,624,,,,,,,
,639,0.7152636647224426,0.6515384912490845,0.7152636647224426,39,,,
,639,,,,39,0.8872067332267761,0.6259765625,0.8872067332267761
0.0006149449220730483,640,,,,,,,
,655,0.7001691460609436,0.7192308306694031,0.7001691460609436,40,,,
,655,,,,40,0.8903509974479675,0.609375,0.8903509974479675
0.000635664497179175,656,,,,,,,
,671,0.678702712059021,0.7538461089134216,0.678702712059021,41,,,
,671,,,,41,0.8348342776298523,0.65283203125,0.8348342776298523
0.0006561576536004625,672,,,,,,,
,687,0.7011544704437256,0.7346153855323792,0.7011544704437256,42,,,
,687,,,,42,0.7972909808158875,0.6591796875,0.7972909808158875
0.0006763842750208564,688,,,,,,,
,703,0.7271817922592163,0.7192308306694031,0.7271817922592163,43,,,
,703,,,,43,0.8366683721542358,0.66796875,0.8366683721542358
0.0006963047668790832,704,,,,,,,
,719,0.7121734619140625,0.796923041343689,0.7121734619140625,44,,,
,719,,,,44,0.7704771161079407,0.6728515625,0.7704771161079407
0.0007158801338768633,720,,,,,,,
,735,0.6311181783676147,0.7407692670822144,0.6311181783676147,45,,,
,735,,,,45,0.759627103805542,0.67431640625,0.759627103805542
0.0007350720563140377,736,,,,,,,
,751,0.5611201524734497,0.8553846478462219,0.5611201524734497,46,,,
,751,,,,46,0.7404059171676636,0.69775390625,0.7404059171676636
0.0007538429651011822,752,,,,,,,
,767,0.5642890334129333,0.8369230628013611,0.5642890334129333,47,,,
,767,,,,47,0.7380052804946899,0.7099609375,0.7380052804946899
0.0007721561153028634,768,,,,,,,
,783,0.5588906407356262,0.7992308139801025,0.5588906407356262,48,,,
,783,,,,48,0.6873998641967773,0.72802734375,0.6873998641967773
0.0007899756580675747,784,,,,,,,
,799,0.6136438250541687,0.7430769205093384,0.6136438250541687,49,,,
,799,,,,49,0.6604808568954468,0.7431640625,0.6604808568954468
0.0008072667108035476,800,,,,,,,
,815,0.46896812319755554,0.8269230723381042,0.46896812319755554,50,,,
,815,,,,50,0.6226473450660706,0.76220703125,0.6226473450660706
0.0008239954254630627,816,,,,,,,
,831,0.47448453307151794,0.808461606502533,0.47448453307151794,51,,,
,831,,,,51,0.6401561498641968,0.7568359375,0.6401561498641968
0.0008401290548015924,832,,,,,,,
,847,0.4990423321723938,0.8053846955299377,0.4990423321723938,52,,,
,847,,,,52,0.6221550703048706,0.7724609375,0.6221550703048706
0.0008556360164820708,848,,,,,,,
,863,0.5115809440612793,0.8238461017608643,0.5115809440612793,53,,,
,863,,,,53,0.5466480255126953,0.80029296875,0.5466480255126953
0.0008704859548988004,864,,,,,,,
,879,0.3722636103630066,0.9046153426170349,0.3722636103630066,54,,,
,879,,,,54,0.5213726758956909,0.80859375,0.5213726758956909
0.0008846498005999767,880,,,,,,,
,895,0.3731943368911743,0.8607692122459412,0.3731943368911743,55,,,
,895,,,,55,0.5206994414329529,0.82373046875,0.5206994414329529
0.0008980998271925047,896,,,,,,,
,911,0.400562047958374,0.810769259929657,0.400562047958374,56,,,
,911,,,,56,0.4984659254550934,0.82666015625,0.4984659254550934
0.0009108097056177156,912,,,,,,,
,927,0.4452619254589081,0.8046153783798218,0.4452619254589081,57,,,
,927,,,,57,0.47804445028305054,0.8212890625,0.47804445028305054
0.0009227545556917353,928,,,,,,,
,943,0.30529749393463135,0.9261538982391357,0.30529749393463135,58,,,
,943,,,,58,0.47816091775894165,0.82958984375,0.47816091775894165
0.0009339109948096134,944,,,,,,,
,959,0.3592852056026459,0.8453846573829651,0.3592852056026459,59,,,
,959,,,,59,0.4577087461948395,0.83447265625,0.4577087461948395
0.0009442571837178694,960,,,,,,,
,975,0.42907607555389404,0.8330769538879395,0.42907607555389404,60,,,
,975,,,,60,0.3878662586212158,0.85693359375,0.3878662586212158
0.0009537728692658578,976,,,,,,,
,991,0.2980177104473114,0.9200000166893005,0.2980177104473114,61,,,
,991,,,,61,0.4393242299556732,0.83251953125,0.4393242299556732
0.0009624394240522616,992,,,,,,,
,1007,0.31792235374450684,0.8638461232185364,0.31792235374450684,62,,,
,1007,,,,62,0.3965066373348236,0.86376953125,0.3965066373348236
0.0009702398828891044,1008,,,,,,,
,1023,0.4201897382736206,0.8484615087509155,0.4201897382736206,63,,,
,1023,,,,63,0.41948801279067993,0.85546875,0.41948801279067993
0.0009771589760119031,1024,,,,,,,
,1039,0.3283475935459137,0.8607692122459412,0.3283475935459137,64,,,
,1039,,,,64,0.37821003794670105,0.865234375,0.37821003794670105
0.0009831831589709487,1040,,,,,,,
,1055,0.29458358883857727,0.9200000166893005,0.29458358883857727,65,,,
,1055,,,,65,0.35591718554496765,0.87939453125,0.35591718554496765
0.0009883006391452032,1056,,,,,,,
,1071,0.26078084111213684,0.9261538982391357,0.26078084111213684,66,,,
,1071,,,,66,0.3474946618080139,0.8720703125,0.3474946618080139
0.0009925013988269084,1072,,,,,,,
,1087,0.2959100604057312,0.8823076486587524,0.2959100604057312,67,,,
,1087,,,,67,0.4068676829338074,0.849609375,0.4068676829338074
0.000995777214831719,1088,,,,,,,
,1103,0.24079492688179016,0.929230809211731,0.24079492688179016,68,,,
,1103,,,,68,0.3458346724510193,0.8779296875,0.3458346724510193
0.0009981216745959735,1104,,,,,,,
,1119,0.251412957906723,0.9415384531021118,0.251412957906723,69,,,
,1119,,,,69,0.2921840250492096,0.88427734375,0.2921840250492096
0.0009995301887295873,1120,,,,,,,
,1135,0.31210288405418396,0.9107692241668701,0.31210288405418396,70,,,
,1135,,,,70,0.3188839554786682,0.88916015625,0.3188839554786682
0.001,1136,,,,,,,
,1151,0.25785765051841736,0.929230809211731,0.25785765051841736,71,,,
,1151,,,,71,0.33014851808547974,0.88427734375,0.33014851808547974
0.0009999125808060514,1152,,,,,,,
,1167,0.2833927273750305,0.9169230461120605,0.2833927273750305,72,,,
,1167,,,,72,0.33514925837516785,0.88037109375,0.33514925837516785
0.0009996503537927897,1168,,,,,,,
,1183,0.29792508482933044,0.9261538982391357,0.29792508482933044,73,,,
,1183,,,,73,0.36802542209625244,0.87158203125,0.36802542209625244
0.0009992134106552783,1184,,,,,,,
,1199,0.2431458979845047,0.9384615421295166,0.2431458979845047,74,,,
,1199,,,,74,0.30130869150161743,0.89306640625,0.30130869150161743
0.0009986019041829956,1200,,,,,,,
,1215,0.2459305226802826,0.9323076605796814,0.2459305226802826,75,,,
,1215,,,,75,0.3089168667793274,0.88916015625,0.3089168667793274
0.000997816048206409,1216,,,,,,,
,1231,0.3709576427936554,0.8761538863182068,0.3709576427936554,76,,,
,1231,,,,76,0.2789243459701538,0.90576171875,0.2789243459701538
0.0009968561175222016,1232,,,,,,,
,1247,0.44255587458610535,0.879230797290802,0.44255587458610535,77,,,
,1247,,,,77,0.290635347366333,0.89501953125,0.290635347366333
0.0009957224477971825,1248,,,,,,,
,1263,0.2761283814907074,0.9069230556488037,0.2761283814907074,78,,,
,1263,,,,78,0.267586886882782,0.8994140625,0.267586886882782
0.0009944154354509117,1264,,,,,,,
,1279,0.43068942427635193,0.8700000047683716,0.43068942427635193,79,,,
,1279,,,,79,0.29813700914382935,0.89453125,0.29813700914382935
0.0009929355375170809,1280,,,,,,,
,1295,0.28840798139572144,0.9169230461120605,0.28840798139572144,80,,,
,1295,,,,80,0.28469374775886536,0.89111328125,0.28469374775886536
0.0009912832714836976,1296,,,,,,,
,1311,0.22174598276615143,0.9415384531021118,0.22174598276615143,81,,,
,1311,,,,81,0.26454630494117737,0.90283203125,0.26454630494117737
0.0009894592151121324,1312,,,,,,,
,1327,0.5540417432785034,0.854615330696106,0.5540417432785034,82,,,
,1327,,,,82,0.25562480092048645,0.91162109375,0.25562480092048645
0.0009874640062350875,1328,,,,,,,
,1343,0.2828269302845001,0.9230769276618958,0.2828269302845001,83,,,
,1343,,,,83,0.25763779878616333,0.9072265625,0.25763779878616333
0.0009852983425335607,1344,,,,,,,
,1359,0.2470279186964035,0.929230809211731,0.2470279186964035,84,,,
,1359,,,,84,0.2515811324119568,0.9150390625,0.2515811324119568
0.0009829629812928816,1360,,,,,,,
,1375,0.36718398332595825,0.8823076486587524,0.36718398332595825,85,,,
,1375,,,,85,0.23476770520210266,0.9189453125,0.23476770520210266
0.000980458739137906,1376,,,,,,,
,1391,0.2563609182834625,0.9261538982391357,0.2563609182834625,86,,,
,1391,,,,86,0.20716126263141632,0.92724609375,0.20716126263141632
0.0009777864917474587,1392,,,,,,,
,1407,0.19789983332157135,0.9384616017341614,0.19789983332157135,87,,,
,1407,,,,87,0.2410188615322113,0.91015625,0.2410188615322113
0.0009749471735481295,1408,,,,,,,
,1423,0.1928916722536087,0.929230809211731,0.1928916722536087,88,,,
,1423,,,,88,0.21224293112754822,0.9248046875,0.21224293112754822
0.0009719417773875231,1424,,,,,,,
,1439,0.18221576511859894,0.9507691860198975,0.18221576511859894,89,,,
,1439,,,,89,0.2545125484466553,0.91162109375,0.2545125484466553
0.0009687713541870824,1440,,,,,,,
,1455,0.236968994140625,0.9384616017341614,0.236968994140625,90,,,
,1455,,,,90,0.2427702695131302,0.91552734375,0.2427702695131302
0.0009654370125746047,1456,,,,,,,
,1471,0.2308211773633957,0.9200000166893005,0.2308211773633957,91,,,
,1471,,,,91,0.2533617317676544,0.9140625,0.2533617317676544
0.0009619399184965783,1472,,,,,,,
,1487,0.17946191132068634,0.9538461565971375,0.17946191132068634,92,,,
,1487,,,,92,0.2336246222257614,0.91943359375,0.2336246222257614
0.0009582812948104762,1488,,,,,,,
,1503,0.25665369629859924,0.929230809211731,0.25665369629859924,93,,,
,1503,,,,93,0.22694210708141327,0.923828125,0.22694210708141327
0.0009544624208571506,1504,,,,,,,
,1519,0.257340669631958,0.9261538982391357,0.257340669631958,94,,,
,1519,,,,94,0.21996700763702393,0.92626953125,0.21996700763702393
0.0009504846320134736,1520,,,,,,,
,1535,0.17790862917900085,0.9384614825248718,0.17790862917900085,95,,,
,1535,,,,95,0.18343037366867065,0.93212890625,0.18343037366867065
0.0009463493192253872,1536,,,,,,,
,1551,0.2088276892900467,0.9476922750473022,0.2088276892900467,96,,,
,1551,,,,96,0.22308576107025146,0.919921875,0.22308576107025146
0.0009420579285215178,1552,,,,,,,
,1567,0.24527105689048767,0.8853846192359924,0.24527105689048767,97,,,
,1567,,,,97,0.19241228699684143,0.93017578125,0.19241228699684143
0.000937611960507533,1568,,,,,,,
,1583,0.18505939841270447,0.9476922750473022,0.18505939841270447,98,,,
,1583,,,,98,0.23371359705924988,0.916015625,0.23371359705924988
0.0009330129698414117,1584,,,,,,,
,1599,0.19525806605815887,0.9476922750473022,0.19525806605815887,99,,,
,1599,,,,99,0.19753482937812805,0.9326171875,0.19753482937812805
0.0009282625646898148,1600,,,,,,,
,1615,0.18040266633033752,0.9353845715522766,0.18040266633033752,100,,,
,1615,,,,100,0.19709663093090057,0.9287109375,0.19709663093090057
0.0009233624061657436,1616,,,,,,,
,1631,0.2963768243789673,0.9353846907615662,0.2963768243789673,101,,,
,1631,,,,101,0.16703099012374878,0.93896484375,0.16703099012374878
0.0009183142077476857,1632,,,,,,,
,1647,0.23301838338375092,0.929230809211731,0.23301838338375092,102,,,
,1647,,,,102,0.21029984951019287,0.92626953125,0.21029984951019287
0.0009131197346804487,1648,,,,,,,
,1663,0.21174384653568268,0.929230809211731,0.21174384653568268,103,,,
,1663,,,,103,0.16158509254455566,0.943359375,0.16158509254455566
0.0009077808033578921,1664,,,,,,,
,1679,0.1603756546974182,0.9446153044700623,0.1603756546974182,104,,,
,1679,,,,104,0.19186677038669586,0.9326171875,0.19186677038669586
0.0009022992806877745,1680,,,,,,,
,1695,0.20344902575016022,0.9353845715522766,0.20344902575016022,105,,,
,1695,,,,105,0.20264096558094025,0.93603515625,0.20264096558094025
0.0008966770834389369,1696,,,,,,,
,1711,0.17908824980258942,0.9538461565971375,0.17908824980258942,106,,,
,1711,,,,106,0.19662390649318695,0.93017578125,0.19662390649318695
0.0008909161775710499,1712,,,,,,,
,1727,0.1789415180683136,0.9384615421295166,0.1789415180683136,107,,,
,1727,,,,107,0.1863301396369934,0.931640625,0.1863301396369934
0.0008850185775471609,1728,,,,,,,
,1743,0.41971850395202637,0.8853846788406372,0.41971850395202637,108,,,
,1743,,,,108,0.15557174384593964,0.9453125,0.15557174384593964
0.0008789863456292802,1744,,,,,,,
,1759,0.2688048183917999,0.879230797290802,0.2688048183917999,109,,,
,1759,,,,109,0.1596301943063736,0.94775390625,0.1596301943063736
0.0008728215911572529,1760,,,,,,,
,1775,0.27526792883872986,0.9261538982391357,0.27526792883872986,110,,,
,1775,,,,110,0.14859670400619507,0.9404296875,0.14859670400619507
0.0008665264698111694,1776,,,,,,,
,1791,0.20856666564941406,0.9384615421295166,0.20856666564941406,111,,,
,1791,,,,111,0.1924307644367218,0.9267578125,0.1924307644367218
0.0008601031828575701,1792,,,,,,,
,1807,0.2197580337524414,0.929230809211731,0.2197580337524414,112,,,
,1807,,,,112,0.15703590214252472,0.94775390625,0.15703590214252472
0.0008535539763797113,1808,,,,,,,
,1823,0.2193778157234192,0.9007691740989685,0.2193778157234192,113,,,
,1823,,,,113,0.127779021859169,0.95458984375,0.127779021859169
0.0008468811404921587,1824,,,,,,,
,1839,0.28693193197250366,0.879230797290802,0.28693193197250366,114,,,
,1839,,,,114,0.17070679366588593,0.94287109375,0.17070679366588593
0.000840087008539984,1840,,,,,,,
,1855,0.23858436942100525,0.9415384531021118,0.23858436942100525,115,,,
,1855,,,,115,0.143377885222435,0.9443359375,0.143377885222435
0.000833173956282846,1856,,,,,,,
,1871,0.2840498387813568,0.9200000166893005,0.2840498387813568,116,,,
,1871,,,,116,0.1685604751110077,0.9306640625,0.1685604751110077
0.0008261444010642379,1872,,,,,,,
,1887,0.2088138610124588,0.9384615421295166,0.2088138610124588,117,,,
,1887,,,,117,0.14894984662532806,0.94677734375,0.14894984662532806
0.0008190008009661964,1888,,,,,,,
,1903,0.17004026472568512,0.9446154236793518,0.17004026472568512,118,,,
,1903,,,,118,0.16076301038265228,0.94482421875,0.16076301038265228
0.000811745653949763,1904,,,,,,,
,1919,0.1828445941209793,0.9384615421295166,0.1828445941209793,119,,,
,1919,,,,119,0.13888899981975555,0.95556640625,0.13888899981975555
0.0008043814969815022,1920,,,,,,,
,1935,0.158193439245224,0.9599999785423279,0.158193439245224,120,,,
,1935,,,,120,0.16278046369552612,0.94287109375,0.16278046369552612
0.0007969109051463795,1936,,,,,,,
,1951,0.15941539406776428,0.9507691860198975,0.15941539406776428,121,,,
,1951,,,,121,0.14965671300888062,0.94970703125,0.14965671300888062
0.0007893364907473105,1952,,,,,,,
,1967,0.2546970248222351,0.9384614825248718,0.2546970248222351,122,,,
,1967,,,,122,0.12781862914562225,0.95361328125,0.12781862914562225
0.0007816609023916948,1968,,,,,,,
,1983,0.22422121465206146,0.9261538982391357,0.22422121465206146,123,,,
,1983,,,,123,0.14265775680541992,0.94482421875,0.14265775680541992
0.0007738868240652572,1984,,,,,,,
,1999,0.19068637490272522,0.9353845715522766,0.19068637490272522,124,,,
,1999,,,,124,0.13690054416656494,0.95458984375,0.13690054416656494
0.0007660169741935151,2000,,,,,,,
,2015,0.19957466423511505,0.9384615421295166,0.19957466423511505,125,,,
,2015,,,,125,0.1304207593202591,0.9521484375,0.1304207593202591
0.0007580541046912057,2016,,,,,,,
,2031,0.180260568857193,0.9446153044700623,0.180260568857193,126,,,
,2031,,,,126,0.18942967057228088,0.93359375,0.18942967057228088
0.0007500009999999999,2032,,,,,,,
,2047,0.21820764243602753,0.8884615302085876,0.21820764243602753,127,,,
,2047,,,,127,0.14664314687252045,0.94482421875,0.14664314687252045
0.0007418604761148456,2048,,,,,,,
,2063,0.1425018459558487,0.9599999785423279,0.1425018459558487,128,,,
,2063,,,,128,0.15722092986106873,0.94580078125,0.15722092986106873
0.0007336353795992744,2064,,,,,,,
,2079,0.21617087721824646,0.9353846907615662,0.21617087721824646,129,,,
,2079,,,,129,0.11378749459981918,0.95849609375,0.11378749459981918
0.000725328586590021,2080,,,,,,,
,2095,0.15855826437473297,0.9507691860198975,0.15855826437473297,130,,,
,2095,,,,130,0.11808447539806366,0.955078125,0.11808447539806366
0.0007169430017913008,2096,,,,,,,
,2111,0.16272220015525818,0.9446154236793518,0.16272220015525818,131,,,
,2111,,,,131,0.14190083742141724,0.94677734375,0.14190083742141724
0.0007084815574590985,2112,,,,,,,
,2127,0.1626104712486267,0.9538461565971375,0.1626104712486267,132,,,
,2127,,,,132,0.11215996742248535,0.96044921875,0.11215996742248535
0.0006999472123758217,2128,,,,,,,
,2143,0.16135773062705994,0.9569230675697327,0.16135773062705994,133,,,
,2143,,,,133,0.13240459561347961,0.9580078125,0.13240459561347961
0.0006913429508156802,2144,,,,,,,
,2159,0.16411861777305603,0.9538461565971375,0.16411861777305603,134,,,
,2159,,,,134,0.1145537868142128,0.96044921875,0.1145537868142128
0.0006826717815011488,2160,,,,,,,
,2175,0.2038927525281906,0.9476922750473022,0.2038927525281906,135,,,
,2175,,,,135,0.1502644568681717,0.94384765625,0.1502644568681717
0.0006739367365508843,2176,,,,,,,
,2191,0.12641781568527222,0.9723077416419983,0.12641781568527222,136,,,
,2191,,,,136,0.13462361693382263,0.9501953125,0.13462361693382263
0.0006651408704194596,2192,,,,,,,
,2207,0.15493738651275635,0.9476922750473022,0.15493738651275635,137,,,
,2207,,,,137,0.10606628656387329,0.95654296875,0.10606628656387329
0.0006562872588292863,2208,,,,,,,
,2223,0.18087634444236755,0.9476922750473022,0.18087634444236755,138,,,
,2223,,,,138,0.13347479701042175,0.95166015625,0.13347479701042175
0.0006473789976951033,2224,,,,,,,
,2239,0.16391074657440186,0.9507691860198975,0.16391074657440186,139,,,
,2239,,,,139,0.1308194398880005,0.95849609375,0.1308194398880005
0.0006384192020414017,2240,,,,,,,
,2255,0.1710072159767151,0.9569230675697327,0.1710072159767151,140,,,
,2255,,,,140,0.12269067764282227,0.9599609375,0.12269067764282227
0.0006294110049131701,2256,,,,,,,
,2271,0.17495429515838623,0.9599999785423279,0.17495429515838623,141,,,
,2271,,,,141,0.1216379851102829,0.9580078125,0.1216379851102829
0.0006203575562803357,2272,,,,,,,
,2287,0.1746450662612915,0.9538461565971375,0.1746450662612915,142,,,
,2287,,,,142,0.09208094328641891,0.97265625,0.09208094328641891
0.0006112620219362892,2288,,,,,,,
,2303,0.11925078183412552,0.9630769491195679,0.11925078183412552,143,,,
,2303,,,,143,0.11418382823467255,0.95556640625,0.11418382823467255
0.0006021275823908766,2304,,,,,,,
,2319,0.18438217043876648,0.9384615421295166,0.18438217043876648,144,,,
,2319,,,,144,0.10522206127643585,0.9619140625,0.10522206127643585
0.000592957431758243,2320,,,,,,,
,2335,0.14513415098190308,0.9476922750473022,0.14513415098190308,145,,,
,2335,,,,145,0.11408531665802002,0.95947265625,0.11408531665802002
0.0005837547766399216,2336,,,,,,,
,2351,0.20989300310611725,0.9476922750473022,0.20989300310611725,146,,,
,2351,,,,146,0.0899074375629425,0.9677734375,0.0899074375629425
0.0005745228350035547,2352,,,,,,,
,2367,0.14094460010528564,0.9569230675697327,0.14094460010528564,147,,,
,2367,,,,147,0.10106562077999115,0.96142578125,0.10106562077999115
0.0005652648350576414,2368,,,,,,,
,2383,0.13557258248329163,0.9599999785423279,0.13557258248329163,148,,,
,2383,,,,148,0.11036054790019989,0.962890625,0.11036054790019989
0.0005559840141227016,2384,,,,,,,
,2399,0.13870029151439667,0.9661538004875183,0.13870029151439667,149,,,
,2399,,,,149,0.09321761876344681,0.9658203125,0.09321761876344681
0.0005466836174992583,2400,,,,,,,
,2415,0.11787097901105881,0.9723077416419983,0.11787097901105881,150,,,
,2415,,,,150,0.11653614044189453,0.96533203125,0.11653614044189453
0.0005373668973330249,2416,,,,,,,
,2431,0.15337450802326202,0.9507691860198975,0.15337450802326202,151,,,
,2431,,,,151,0.08800466358661652,0.96728515625,0.08800466358661652
0.0005280371114777014,2432,,,,,,,
,2447,0.14106988906860352,0.9630769491195679,0.14106988906860352,152,,,
,2447,,,,152,0.09430970251560211,0.9677734375,0.09430970251560211
0.0005186975223557743,2448,,,,,,,
,2463,0.14908826351165771,0.9569230675697327,0.14908826351165771,153,,,
,2463,,,,153,0.08633868396282196,0.96630859375,0.08633868396282196
0.0005093513958177182,2464,,,,,,,
,2479,0.10478536784648895,0.9661538600921631,0.10478536784648895,154,,,
,2479,,,,154,0.09593211859464645,0.96240234375,0.09593211859464645
0.0005000019999999999,2480,,,,,,,
,2495,0.16508668661117554,0.9630769491195679,0.16508668661117554,155,,,
,2495,,,,155,0.11305191367864609,0.955078125,0.11305191367864609
0.0004906526041822817,2496,,,,,,,
,2511,0.14757280051708221,0.9630769491195679,0.14757280051708221,156,,,
,2511,,,,156,0.0914761945605278,0.96875,0.0914761945605278
0.0004813064776442258,2512,,,,,,,
,2527,0.14698775112628937,0.9569230675697327,0.14698775112628937,157,,,
